id,urlid,url,category
547,0,http://digg.com/video/what-guitar-strings-are-doing-up-close,uncategorized
548,0,http://pubs.acs.org/doi/abs/10.1021/jf9805348,uncategorized
560,0,https://medium.com/the-physics-arxiv-blog/the-mystery-of-glenn-seaborgs-missing-plutonium-solved-d65f772f0111,uncategorized
566,0,http://onlinelibrary.wiley.com/doi/10.1111/lcrp.12073/abstract,uncategorized
567,0,http://onlinelibrary.wiley.com/doi/10.1111/jfb.12606/full,uncategorized
578,0,http://onlinelibrary.wiley.com/enhanced/doi/10.1111/jcc4.12109/,uncategorized
585,0,http://pubs.acs.org/doi/abs/10.1021/ac504300n,uncategorized
591,0,http://pubs.acs.org/doi/abs/10.1021/nl5036572?cmpid=pscau,uncategorized
600,0,http://www.plosone.org/article/info%3Adoi%2F10.1371%2Fjournal.pone.0116136,uncategorized
605,0,http://www.nejm.org/doi/full/10.1056/NEJMoa1410863,uncategorized
608,0,http://pubs.acs.org/doi/abs/10.1021/jz500113x?journalCode=jpclcd,uncategorized
611,0,http://pubs.acs.org/doi/abs/10.1021/am508858x,uncategorized
615,0,http://www.nationalmssociety.org/What-is-MS/Types-of-MS/Relapsing-remitting-MS,uncategorized
629,0,http://ajp.psychiatryonline.org/doi/abs/10.1176/appi.ajp.2014.14040516,uncategorized
642,0,http://www.plosone.org/article/info%3Adoi%2F10.1371%2Fjournal.pone.0116126#ack,uncategorized
647,0,http://www.plosone.org/article/info%3Adoi%2F10.1371%2Fjournal.pone.0115027,uncategorized
648,0,http://www.dhs.gov/st-snapshot-bioswimmer,uncategorized
655,0,http://www.plosone.org/article/info:doi/10.1371/journal.pone.0115884,uncategorized
667,0,http://online.liebertpub.com/doi/abs/10.1089/cap.2013.0101,uncategorized
677,0,http://www.nejm.org/doi/full/10.1056/NEJMoa1414850,uncategorized
694,0,http://www.nejm.org/doi/full/10.1056/NEJMoa1405044,uncategorized
709,0,http://scitation.aip.org/content/aip/journal/rsi/86/2/10.1063/1.4907628#c8,uncategorized
718,0,http://pubs.acs.org/doi/abs/10.1021/cn5003557,uncategorized
721,0,http://pubs.acs.org/doi/abs/10.1021/am507990m,uncategorized
726,0,https://www.nature.com/news/dog-genetics-spur-scientific-spat-1.13227,uncategorized
731,0,http://onlinelibrary.wiley.com/doi/10.1002/anie.201411378/full,uncategorized
736,0,http://pubs.acs.org/doi/abs/10.1021/ab5000578,uncategorized
739,0,https://io9.gizmodo.com/the-fda-is-hiding-scientific-fraud-and-you-should-be-p-1685729679,uncategorized
739,1,http://www.slate.com/articles/health_and_science/science/2015/02/fda_inspections_fraud_fabrication_and_scientific_misconduct_are_hidden_from.single.html,uncategorized
742,0,http://onlinelibrary.wiley.com/doi/10.1002/mnfr.201100093/abstract,uncategorized
776,0,http://www.esajournals.org/doi/abs/10.1890/14-1227.1,uncategorized
790,0,https://www.economist.com/news/science-and-technology/21642107-alloy-iron-and-aluminium-good-titanium-tenth,uncategorized
792,0,http://onlinelibrary.wiley.com/doi/10.1111/gcb.12865/abstract,uncategorized
810,0,http://www.bioone.org/doi/abs/10.1656/1528-7092%282002%29001%5B0189%3AFROTGS%5D2.0.CO%3B2,uncategorized
815,0,http://pubs.acs.org/doi/abs/10.1021/nn403838y?journalCode=ancac3,uncategorized
829,0,http://www.tandfonline.com/doi/abs/10.1080/13546783.2011.625663#.VRnt6xDLc5w,uncategorized
833,0,http://www.bmj.com/content/346/bmj.f3817,uncategorized
841,0,http://www.acs.org/content/acs/en/pressroom/newsreleases/2015/march/flavorful-healthful-chocolate-could-be-on-its-way.html,uncategorized
841,1,https://www.eurekalert.org/pub_releases/2015-03/acs-mfh021915.php,uncategorized
847,0,http://onlinelibrary.wiley.com/doi/10.1111/jsm.12858/full,uncategorized
849,0,http://www.tandfonline.com/doi/abs/10.1080/13218719.2014.945637#.VRTlWzuUeQc,uncategorized
861,0,https://www.imperial.ac.uk/plasmaphysics,uncategorized
864,0,https://phys.org/news/2015-03-universe-brink-collapse-cosmological-timescale.html,uncategorized
870,0,http://onlinelibrary.wiley.com/doi/10.1002/anie.201412204/abstract,uncategorized
894,0,http://informahealthcare.com/doi/abs/10.3109/07420521003663827,uncategorized
897,0,http://online.liebertpub.com/doi/10.1089/scd.2014.0512,uncategorized
923,0,http://onlinelibrary.wiley.com/doi/10.1002/adma.201404144/abstract,uncategorized
929,0,http://pubs.acs.org/doi/abs/10.1021/nn507221f?source=cen,uncategorized
932,0,https://www.telegeography.com/telecom-maps/submarine-cable-map/index.html,uncategorized
936,0,http://onlinelibrary.wiley.com/doi/10.1002/jclp.20737/pdf,uncategorized
972,0,http://onlinelibrary.wiley.com/doi/10.1002/adhm.201400808/abstract,uncategorized
997,0,https://news.nationalgeographic.com/news/2015/03/150304-homo-habilis-evolution-fossil-jaw-ethiopia-olduvai-gorge/,uncategorized
1034,0,http://adsabs.harvard.edu/doi/10.1086/150317,uncategorized
1047,0,http://www.bioone.org/doi/10.1636/B14-15.1,uncategorized
1063,0,http://www.techtimes.com/articles/48085/20150422/bees-getting-hooked-nicotine-pesticides-cause-colony-collapse-disorder.htm,uncategorized
1070,0,http://onlinelibrary.wiley.com/doi/10.1002/marc.201500079/abstract,uncategorized
1087,0,http://www.nejm.org/doi/full/10.1056/NEJMoa1503093,uncategorized
1099,0,http://pubs.acs.org/doi/abs/10.1021/acs.nanolett.5b01254?journalCode=nalefd,uncategorized
1115,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2869.2004.00435.x/abstract,uncategorized
1127,0,http://www.montereyherald.com/general-news/20140312/carmel-man-snaps-photo-of-rare-black-flamingo,uncategorized
1139,0,https://www.nature.com/articles/doi:10.1038/ngeo2412,uncategorized
1156,0,http://www.acs.org/content/acs/en/pressroom/newsreleases/2015/march/special-microbes-make-anti-obesity-molecule-in-the-gut.html,uncategorized
1167,0,http://science.nasa.gov/heliophysics/,uncategorized
1175,0,http://www.bmj.com/content/350/bmj.h1485,uncategorized
1181,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1469-8749.2011.04153.x/abstract;jsessionid=CB9EE90CF6B75CA0C497C2BB1267EF23.f02t04,uncategorized
1186,0,http://news.stanford.edu/news/2015/march/aluminum-ion-battery-033115.html,uncategorized
1186,1,http://www.bioportfolio.com/resources/pmarticle/1203422/An-ultrafast-rechargeable-aluminium-ion-battery.html,uncategorized
1187,0,http://onlinelibrary.wiley.com/doi/10.1002/2015GL063575/abstract,uncategorized
1194,0,http://digg.com/video/a-time-lapse-of-saturdays-total-lunar-eclipse,uncategorized
899,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2133.2012.11095.x/full,humans
2436,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1469-7610.1992.tb00859.x/abstract,humans
2436,1,http://onlinelibrary.wiley.com/doi/10.1111/j.1469-7610.2006.01699.x/abstract,humans
2436,2,http://onlinelibrary.wiley.com/doi/10.1002/ab.21557/abstract,humans
2444,0,http://onlinelibrary.wiley.com/doi/10.1002/wea.2504/abstract,humans
2607,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1751-9004.2012.00434.x/abstract,humans
2665,0,http://www.pewinternet.org/2015/07/01/chapter-4-evolution-and-perceptions-of-scientific-consensus/,humans
2736,0,http://www.tandfonline.com/doi/pdf/10.1080/02699931.2013.837379,humans
2912,0,http://www.mitpressjournals.org/doi/abs/10.1162/NECO_a_00769#.VnHtZpN97Vp,humans
2915,0,http://onlinelibrary.wiley.com/doi/10.1002/evan.21464/abstract,humans
3046,0,http://www.emeraldinsight.com/doi/abs/10.1108/01425450610704461,humans
3046,1,http://www.emeraldinsight.com/doi/abs/10.1108/02610150010786166,humans
3046,2,http://onlinelibrary.wiley.com/doi/10.1111/j.1468-0432.2005.00262.x/abstract,humans
3056,0,https://psychcentral.com/lib/what-is-functional-magnetic-resonance-imaging-fmri/,humans
3218,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1467-7687.2011.01054.x/abstract;jsessionid=249378D5C0D705685F6F8E00465FC29C.f04t02?userIsAuthenticated=false&deniedAccessCustomisedMessage=,humans
3271,0,http://www.bmj.com/content/348/bmj.g2035,humans
3368,0,http://www.tandfonline.com/doi/full/10.1080/17522439.2015.1028972,humans
3526,0,http://www.tandfonline.com/doi/abs/10.1080/15298860802391546?journalCode=psai20,humans
3531,0,https://www.mountsinai.org/patient-care/health-library/diseases-and-conditions/phantom-limb-syndrome,humans
3582,0,https://www.nature.com/articles/doi:10.1038/ncomms10448,humans
3611,0,http://onlinelibrary.wiley.com/doi/10.1002/acp.3171/abstract;jsessionid=F64E1CC065688ECDF92E1F34E78551B5.f02t03,humans
3629,0,https://www.nature.com/articles/doi:10.1038/nature17179,humans
3671,0,http://www.bmj.com/content/342/bmj.c5347,humans
3671,1,http://www.bmj.com/content/342/bmj.c7452,humans
3676,0,http://www.pnas.org/cgi/doi/10.1073/pnas.1519958113,humans
3702,0,http://www.bmj.com/content/345/bmj.e8268,humans
3831,0,http://pubs.acs.org/doi/abs/10.1021/nl204423x,humans
3857,0,http://www.acs.org/content/acs/en/education/whatischemistry/african-americans-in-sciences/marie-maynard-daly.html,humans
3873,0,http://www.tandfonline.com/doi/full/10.1080/14498596.2016.1138246,humans
4010,0,http://www.casasanto.com/papers/CasasantoJasminBrookshireGijssels_CogSci_2014.pdf,humans
4075,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1439-0310.1989.tb00536.x/abstract;jsessionid=623CFFB06B6CBF7E8912B67215456C75.f01t01,humans
4087,0,https://dx.doi.org/10.1073/pnas.1120210109,humans
4173,0,http://onlinelibrary.wiley.com/doi/10.1111/desc.12427/abstract;jsessionid=401D1FE30178F4A3E5D5966373E10AD2.f01t02,humans
4238,1,http://www.salon.com/2016/05/29/an_orgasm_for_the_skin_partner/,humans
4247,0,https://www.nature.com/articles/doi:10.1038/srep25606,humans
4321,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1475-6811.1994.tb00072.x/abstract,humans
4334,0,http://onlinelibrary.wiley.com/doi/10.1348/000712609X479636/abstract,humans
4334,1,http://www.tandfonline.com/doi/abs/10.1080/17470218.2015.1034142?journalCode=pqje20,humans
4334,2,http://www.tandfonline.com/doi/abs/10.1080/09298215.2015.1084331?journalCode=nnmr20,humans
4334,3,http://onlinelibrary.wiley.com/doi/10.1002/acp.2897/full,humans
4355,0,http://www.tandfonline.com/doi/abs/10.1080/87565640801982361,humans
4362,0,http://onlinelibrary.wiley.com/doi/10.1111/ajps.12234/abstract,humans
4509,0,http://onlinelibrary.wiley.com/doi/10.1002/ajpa.22996/abstract,humans
4596,0,http://onlinelibrary.wiley.com/doi/10.1002/j.2168-9830.2003.tb00735.x/abstract,humans
4618,0,http://users.ox.ac.uk/~soca0093/pdfs/CohenMundryKirschner2013.pdf,humans
4618,1,http://www.tandfonline.com/doi/full/10.1080/2153599X.2015.1063001,humans
4738,0,http://www1.nyc.gov/site/planning/data-maps/nyc-population/population-facts.page,humans
4762,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1559-1816.2002.tb00256.x/abstract,humans
4772,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1600-0447.1993.tb03415.x/abstract;jsessionid=DED48BAA506AE69F568D9AD7BDF4E244.f01t04,humans
4837,0,http://www.nejm.org/doi/10.1056/NEJMoa1515319,humans
4913,0,http://www.tandfonline.com/doi/abs/10.1080/15235882.2004.10162613,humans
4913,1,http://www.tandfonline.com/doi/abs/10.1080/01434632.1992.9994487,humans
4913,2,http://onlinelibrary.wiley.com/doi/10.1111/j.1741-4369.2008.00489.x/full,humans
4963,0,https://www.psychologytoday.com/blog/the-scientific-fundamentalist/200810/why-human-evolution-pretty-much-stopped-about-10000-years,humans
4967,0,http://onlinelibrary.wiley.com/doi/10.1046/j.1365-2869.1996.d01-67.x/abstract,humans
4967,1,http://scitation.aip.org/content/aip/journal/chaos/26/9/10.1063/1.4954275,humans
5029,0,http://www.journals.uchicago.edu/doi/abs/10.1086/686563?journalCode=ca,humans
5101,0,https://www.nature.com/articles/doi:10.1038/nature19332,humans
5126,0,http://onlinelibrary.wiley.com/doi/10.1002/2015WR018298/full,humans
5162,0,http://www.tandfonline.com/doi/abs/10.1080/10888438.2013.800521,humans
5162,1,http://hepgjournals.org/doi/abs/10.17763/haer.39.1.l3u15956627424k7,humans
5173,0,http://blogs.bl.uk/collectioncare/2013/12/new-hyperspectral-imaging-capabilities-at-the-british-library.html,humans
5253,1,http://rsos.royalsocietypublishing.org/lookup/doi/10.1098/rsos.160328,humans
5276,0,https://www.uvic.ca/assets2012/docs/doi10.1016%20j.jas.2016.07.013.pdf,humans
5335,0,http://pubs.acs.org/doi/abs/10.1021/ja2117816,humans
5346,3,http://onlinelibrary.wiley.com/doi/10.1002/jez.b.22690/full,humans
5361,0,https://www.aps.org/publications/apsnews/200511/history.cfm,humans
5428,0,http://qz.com/638059/many-scientific-truths-are-in-fact-false/,humans
5445,0,http://www.tandfonline.com/doi/full/10.1080/01611194.2016.1206753,humans
5528,0,http://www.nejm.org/doi/full/10.1056/NEJMra013477,humans
5662,0,http://onlinelibrary.wiley.com/doi/10.1002/gea.20090/abstract,humans
5700,0,http://www.brandeis.edu/now/2014/march/turingpnas.html,humans
5769,0,http://pubs.acs.org/doi/abs/10.1021/acs.jproteome.6b00733,humans
5813,0,https://newsroom.unsw.edu.au/news/science-tech/breakthrough-opens-door-study-hallucinations-scientifically,humans
5885,0,https://www.nature.com/scientificamerican/journal/v301/n1/full/scientificamerican0709-60.html,humans
5885,1,http://www.tandfonline.com/doi/abs/10.1080/87565649609540663?journalCode=hdvn20,humans
5910,0,http://www.tandfonline.com/doi/full/10.1080/17470919.2016.1257437,humans
5958,0,https://www.nature.com/news/let-s-make-peer-review-scientific-1.20194,humans
5969,0,http://www.world-nuclear.org/information-library/safety-and-security/safety-of-plants/fukushima-accident.aspx,humans
5970,0,http://onlinelibrary.wiley.com/doi/10.1111/cid.12460/full,humans
5973,0,https://psychcentral.com/lib/facts-about-phobias/,humans
5998,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1095-9270.2010.00275.x/full,humans
6020,0,http://www.tandfonline.com/doi/full/10.1080/13554794.2016.1250913?scroll=top&needAccess=true,humans
6036,0,http://evolution.berkeley.edu/evolibrary/news/070401_lactose,humans
6036,1,https://www.nature.com/scitable/knowledge/library/sexual-selection-13255240,humans
6064,0,http://isaw.nyu.edu/library/blog/Layard,humans
6066,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1360-0443.1990.tb01618.x/abstract,humans
6066,1,http://www.tandfonline.com/doi/abs/10.1080/14659890500114359,humans
6066,2,http://www.emeraldinsight.com/doi/abs/10.1108/13665629610116872,humans
6087,1,http://www.ancient-origins.net/news-history-archaeology/recently-discovered-scratched-stone-denmark-could-be-one-earliest-maps-021053,humans
6101,0,http://onlinelibrary.wiley.com/doi/10.1111/1095-9270.12203/full,humans
6145,0,http://www.tandfonline.com/doi/full/10.1080/03122417.2016.1164379,humans
6283,0,http://www.bmj.com/content/353/bmj.i2139,humans
6283,1,http://iopscience.iop.org/article/10.3847/0004-6256/151/2/22/meta;jsessionid=EAB333C9B3C66E64FD6232E31FC6F173.c2.iopscience.cld.iop.org,humans
6301,0,http://rspb.royalsocietypublishing.org/lookup/doi/10.1098/rspb.2016.1736,humans
6301,1,http://onlinelibrary.wiley.com/doi/10.1002/ar.1090580302/abstract,humans
6301,2,http://onlinelibrary.wiley.com/doi/10.1002/ajpa.1330060119/abstract,humans
6365,0,https://www.acs.org/content/acs/en/pressroom/newsreleases/2011/may/the-skinny-on-how-shed-skin-reduces-indoor-air-pollution.html,humans
6481,0,http://climate.nasa.gov/scientific-consensus/,humans
6481,1,http://onlinelibrary.wiley.com/doi/10.1002/gch2.201600008/abstract;jsessionid=A2F60BBAB9125E699F847464F5393E9C.f03t04?systemMessage=WOL+Usage+report+download+page+will+be+unavailable+on+Friday+27th+January+2017+at+23%3A00+GMT%2F+18%3A00+EST%2F+07%3A00+SGT+%28Saturday+28th+Jan+for+SGT%29++for+up+to+2+hours+due+to+essential+server+maintenance.+Apologies+for+the+inconvenience.,humans
6508,0,http://www.childneurologyfoundation.org/disorders/infantile-spasms/,humans
6544,0,https://www.abc.net.au/news/2014-03-31/ijc-japan-whaling-southern-ocean-scientific-research/5357416,humans
6624,0,http://www.tandfonline.com/doi/abs/10.1207/s15327043hup1903_4,humans
6624,1,http://aip.scitation.org/doi/abs/10.1063/1.4907815,humans
6702,0,https://www.acs.org/content/acs/en/molecule-of-the-week/archive/t/246-trinitrotoluene.html,humans
6702,1,http://onlinelibrary.wiley.com/doi/10.1002/asia.201100632/abstract,humans
6735,0,https://www.nature.com/news/collapse-of-aztec-society-linked-to-catastrophic-salmonella-outbreak-1.21485#b3,humans
6735,1,https://www.nature.com/news/collapse-of-aztec-society-linked-to-catastrophic-salmonella-outbreak-1.21485#b2,humans
6735,2,https://www.nature.com/news/collapse-of-aztec-society-linked-to-catastrophic-salmonella-outbreak-1.21485,humans
6785,0,http://evolution.berkeley.edu/evolibrary/news/170201_extinctrelatives,humans
6785,1,https://academic.oup.com/mbe/article/doi/10.1093/molbev/msw283/2731791/Archaic-Adaptive-Introgression-in-TBX15-WARS2,humans
6803,0,https://commons.wikimedia.org/wiki/File:Brainmaps-macaque-hippocampus.jpg,humans
6803,1,https://jamanetwork.com/journals/jamapsychiatry/fullarticle/2601066?utm_source=Silverchair_Information_Systems&utm_campaign=FTM_02062017&utm_content=news_releases&cmp=1&utm_medium=email,humans
6844,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-3024.2009.01131.x/full,humans
6898,0,http://onlinelibrary.wiley.com/doi/10.1002/9780470751466.ch29/summary;jsessionid=9F06DE05C129B597F95390AB187C2A2E.f02t04,humans
6898,1,http://onlinelibrary.wiley.com/doi/10.1111/joim.12295/abstract,humans
6898,2,http://onlinelibrary.wiley.com/doi/10.1002/ana.23836/abstract,humans
6919,0,http://ny.curbed.com/maps/new-york-skyscraper-construction-supertalls,humans
6930,0,http://www.tandfonline.com/doi/abs/10.1080/2153599X.2016.1238844?journalCode=rrbb20&,humans
7001,0,https://www.newyorkfed.org/medialibrary/media/research/staff_reports/sr710.pdf,humans
7020,0,https://aeon.co/essays/is-it-time-to-stop-doing-any-more-milgram-experiments,humans
7020,1,http://journals.sagepub.com/doi/10.1177/1948550617693060,humans
7020,2,http://onlinelibrary.wiley.com/doi/10.1111/bjso.12074/abstract,humans
7026,0,https://www.facebook.com/marchforscience/,humans
7039,0,https://www.dukehealth.org/health_library/news/contagious-yawning-may-not-be-linked-to-empathy-still-largely-unexplained,humans
7048,0,http://www.ancient-wisdom.com/egyptheliopolis.htm,humans
7053,0,http://www.tandfonline.com/doi/abs/10.1080/14786440709463737,humans
7066,0,https://www.nature.com/doifinder/10.1038/nature21416,humans
7073,0,http://rsos.royalsocietypublishing.org/lookup/doi/10.1098/rsos.160831,humans
7110,0,http://www.annualreviews.org/doi/abs/10.1146/annurev-ecolsys-120213-091759,humans
7132,0,http://onlinelibrary.wiley.com/doi/10.1111/j.1551-6709.2011.01209.x/abstract,humans
7148,0,https://www.nature.com/articles/doi:10.1038/nature22065,humans
7168,0,https://www.nature.com/news/scientific-method-statistical-errors-1.14700,humans
7168,1,http://journals.ametsoc.org/doi/abs/10.1175/JCLI3363.1,humans
7300,0,http://onlinelibrary.wiley.com/doi/10.1111/j.2044-8279.1994.tb01106.x/abstract,humans
7336,0,http://journals.sagepub.com/doi/abs/10.1068/p281059,humans
7336,1,http://journals.sagepub.com/doi/abs/10.1177/0269881111420188,humans
7336,2,http://onlinelibrary.wiley.com/doi/10.1002/9781118367377.ch12/summary,humans
7386,0,https://www.nature.com/articles/doi:10.1038/ng.3869,humans
7426,0,http://onlinelibrary.wiley.com/doi/10.1002/per.852/abstract,humans
7438,0,https://academic.oup.com/scan/article-lookup/doi/10.1093/scan/nsx042#78274968,humans
7443,0,http://www.tandfonline.com/doi/abs/10.1080/13506289508401722,humans
7443,1,https://www.researchgate.net/publication/228491462_The_feeling_of_being_stared_at-a_parapsychological_classic_with_a_facelift,humans
7524,0,http://www.world-nuclear.org/information-library/safety-and-security/safety-of-plants/fukushima-accident.aspx,humans
7526,0,https://reel-librarians.com/2013/03/26/the-jedi-librarian/,humans
7527,0,http://journals.sagepub.com/doi/full/10.1177/1948550616681055,humans
7549,0,https://www.newyorker.com/tech/elements/vietnam-war-veteran-neuroscientific-legacy,humans
7590,0,http://pubs.acs.org/stoken/presspac/presspac/abs/10.1021/acsami.7b03006,humans
7602,0,http://onlinelibrary.wiley.com/doi/10.1002/hbm.23692/abstract,humans
7612,0,http://journals.ama.org/doi/abs/10.1509/jm.16.0311?code=amma-site,humans
7643,0,http://journals.sagepub.com/doi/full/10.1177/0956797617702014,humans
7702,0,http://onlinelibrary.wiley.com/doi/10.1111/cns.12713/full,humans
7708,0,http://www.tandfonline.com/doi/abs/10.1080/13803395.2013.778231?journalCode=ncen20,humans
7708,1,http://journals.sagepub.com/doi/abs/10.2466/pms.1977.45.3f.1216,humans
7708,2,http://onlinelibrary.wiley.com/doi/10.1111/j.1467-985X.2012.01074.x/abstract,humans
7769,0,http://onlinelibrary.wiley.com/doi/10.1111/pere.12187/full,humans
7770,0,https://www.nature.com/articles/doi:10.1038/nature22336,humans
7770,1,https://www.nature.com/articles/doi:10.1038/nature22335,humans
2174,0,http://onlinelibrary.wiley.com/doi/10.1002/adfm.201501760/abstract,health
2228,0,https://biomedgerontology.oxfordjournals.org/content/early/2015/09/08/gerona.glv141.full%5Bbiomedgerontology.oxfordjournals.org,health
2261,0,http://www.acs.org/content/acs/en/pressroom/presspacs/2015/acs-presspac-september-9-2015/how-the-heat-compound-from-chili-peppers-could-help-kill-cancer-cells.html,health
2352,0,http://pubs.acs.org/doi/10.1021/acs.nanolett.5b03052,health
2378,0,http://pubs.acs.org/doi/10.1021/acsbiomaterials.5b00356,health
2423,0,http://www.bmj.com/lookup/doi/10.1136/bmj.h5149,health
2437,0,http://ajp.psychiatryonline.org/doi/abs/10.1176/appi.ajp.2015.14101358,health
2454,0,http://onlinelibrary.wiley.com/doi/10.1002/hup.2474/abstract,health
